Sent,Tags,Item_Id,Condition,surprisal_NC,surprisal_DC
था,RCVerb,20,c,0.00329,0.00392
बहुत,PreMainVerb,20,c,0.13964,0.33723
सुनसान,PreMainVerb,20,c,0.21506,0.33141
इलाके,PreMainVerb,20,c,0.2512,0.67367
में,PreMainVerb,20,c,0.14851,0.2426
है।,MainVerb,20,c,0.59565,0.25325
हमारी,NP1,20,d,0.00074,0.04827
बिल्डिंग,NP1,20,d,0.60307,0.71962
जिसको,RCPn,20,d,0.0144,0.1368
बहुत,PreRCVerb,20,d,0.14621,0.33867
धीरे-धीरे,PreRCVerb,20,d,0.27439,1.15755
बनाया,RCVerb,20,d,1.52481,0.33958
था,RCVerb,20,d,0.00329,0.00392
उस,RCSubj,20,d,0.22833,0.76284
इंजीनियर,RCSubj,20,d,0.21764,0.6037
ने,RCSubj,20,d,0.16313,0.31225
बहुत,PreMainVerb,20,d,0.62551,0.65719
सुनसान,PreMainVerb,20,d,0.26775,0.34898
इलाके,PreMainVerb,20,d,0.2512,0.67367
में,PreMainVerb,20,d,0.14851,0.2426
है।,MainVerb,20,d,0.59565,0.25325
वह,NP1,21,a,0.00071,0.10484
लड़की,NP1,21,a,0.2015,0.88503
जिसने,RCPn,21,a,0.00893,0.05763
सारी,RCObj,21,a,0.0731,0.15525
फाइलें,RCObj,21,a,0.8708,1.7584
पिछले,PreRCVerb,21,a,0.04237,0.49589
हफते,PreRCVerb,21,a,1.1714,0.21396
शाम,PreRCVerb,21,a,0.16923,0.59678
के,PreRCVerb,21,a,0.27095,0.39596
समय,PreRCVerb,21,a,0.36837,0.65977
उठायीं,RCVerb,21,a,0.39954,0.14537
थीं,RCVerb,21,a,0.08702,0.21918
बहुत,PreMainVerb,21,a,0.63778,0.84367
अच्छा,PreMainVerb,21,a,0.20484,0.23155
गाना,PreMainVerb,21,a,0.24128,0.69885
गाती,MainVerb,21,a,0.67546,0.23752
है।,MainVerb,21,a,0.46604,0.50733
वह,NP1,21,b,0.00071,0.10484
लड़की,NP1,21,b,0.2015,0.88503
जिसने,RCPn,21,b,0.00893,0.05763
पिछले,PreRCVerb,21,b,0.08825,0.5069
हफते,PreRCVerb,21,b,0.99629,0.20993
शाम,PreRCVerb,21,b,0.16923,0.59678
के,PreRCVerb,21,b,0.27095,0.39596
समय,PreRCVerb,21,b,0.36837,0.65977
उठायीं,RCVerb,21,b,0.39954,0.14537
थीं,RCVerb,21,b,0.08702,0.21918
सारी,RCObj,21,b,0.60018,1.33839
फाइलें,RCObj,21,b,0.20686,0.66075
बहुत,PreMainVerb,21,b,0.59822,0.66217
अच्छा,PreMainVerb,21,b,0.20761,0.2394
गाना,PreMainVerb,21,b,0.24128,0.69885
गाती,MainVerb,21,b,0.67546,0.23752
है।,MainVerb,21,b,0.46604,0.50733
वह,NP1,21,c,0.00071,0.10484
फाइलें,NP1,21,c,0.20159,0.88503
जिनको,RCPn,21,c,0.00891,0.05763
उस,RCSubj,21,c,0.02087,0.08714
लड़की,RCSubj,21,c,0.65516,1.15604
ने,RCSubj,21,c,0.01344,0.15816
पिछले,PreRCVerb,21,c,0.03239,0.484
हफते,PreRCVerb,21,c,1.18677,0.25869
शाम,PreRCVerb,21,c,0.16923,0.59678
के,PreRCVerb,21,c,0.27095,0.39596
समय,PreRCVerb,21,c,0.36837,0.65977
उठाया,RCVerb,21,c,0.39969,0.14537
था,RCVerb,21,c,0.08433,0.21276
दो,PreMainVerb,21,c,0.59445,1.08436
साल,PreMainVerb,21,c,0.2083,0.67869
से,PreMainVerb,21,c,0.16489,0.26849
एक,PreMainVerb,21,c,0.59999,0.89666
जगह,PreMainVerb,21,c,0.25931,0.68524
पर,PreMainVerb,21,c,0.17535,0.33077
सड़,MainVerb,21,c,0.67046,0.24879
रहीं,MainVerb,21,c,0.0882,0.21243
थीं।,MainVerb,21,c,0.12743,0.2488
वह,NP1,21,d,0.00071,0.10484
फाइलें,NP1,21,d,0.20159,0.88503
जिनको,RCPn,21,d,0.00891,0.05763
पिछले,PreRCVerb,21,d,0.08834,0.5069
हफते,PreRCVerb,21,d,0.99653,0.20993
शाम,PreRCVerb,21,d,0.16923,0.59678
के,PreRCVerb,21,d,0.27095,0.39596
समय,PreRCVerb,21,d,0.36837,0.65977
उठाया,RCVerb,21,d,0.39969,0.14537
था,RCVerb,21,d,0.08433,0.21276
उस,RCSubj,21,d,0.64556,1.44894
लड़की,RCSubj,21,d,0.20739,0.61625
ने,RCSubj,21,d,0.16316,0.31225
दो,PreMainVerb,21,d,0.60168,0.89464
साल,PreMainVerb,21,d,0.25783,0.69327
से,PreMainVerb,21,d,0.16489,0.26849
एक,PreMainVerb,21,d,0.59999,0.89666
जगह,PreMainVerb,21,d,0.25931,0.68524
पर,PreMainVerb,21,d,0.17535,0.33077
सड़,MainVerb,21,d,0.67046,0.24879
रहीं,MainVerb,21,d,0.0882,0.21243
थीं।,MainVerb,21,d,0.12743,0.2488
वह,NP1,22,a,0.00071,0.10484
हलवाई,NP1,22,a,0.20173,0.88503
जिसने,RCPn,22,a,0.00892,0.05763
कढाई,RCObj,22,a,0.09194,0.51819
बड़ी,PreRCVerb,22,a,0.62546,2.32016
सावधानी,PreRCVerb,22,a,1.09646,1.1328
से,PreRCVerb,22,a,0.0127,0.12386
पकड़ी,RCVerb,22,a,1.29139,0.16901
थी,RCVerb,22,a,0.00221,0.00474
इस,PreMainVerb,22,a,0.30001,0.83662
मोहल्ले,PreMainVerb,22,a,0.16439,0.62413
में,PreMainVerb,22,a,0.14901,0.23444
एक,PreMainVerb,22,a,0.57858,0.97236
नई,PreMainVerb,22,a,0.23896,0.40223
दुकान,PreMainVerb,22,a,0.19863,0.75511
खोल,MainVerb,22,a,0.65284,0.23684
रहा,MainVerb,22,a,0.17921,0.21939
है।,MainVerb,22,a,0.45055,0.51085
वह,NP1,22,b,0.00071,0.10484
हलवाई,NP1,22,b,0.20173,0.88503
जिसने,RCPn,22,b,0.00892,0.05763
बड़ी,PreRCVerb,22,b,0.09072,0.51819
सावधानी,PreRCVerb,22,b,0.97498,1.79524
से,PreRCVerb,22,b,0.0127,0.12386
पकड़ी,RCVerb,22,b,1.29139,0.16901
थी,RCVerb,22,b,0.00221,0.00474
कढाई,RCObj,22,b,0.06504,0.0269
इस,PreMainVerb,22,b,0.49246,1.32387
मोहल्ले,PreMainVerb,22,b,0.15468,0.6121
में,PreMainVerb,22,b,0.14901,0.23444
एक,PreMainVerb,22,b,0.57858,0.97236
नई,PreMainVerb,22,b,0.23896,0.40223
दुकान,PreMainVerb,22,b,0.19863,0.75511
खोल,MainVerb,22,b,0.65284,0.23684
रहा,MainVerb,22,b,0.17921,0.21939
है।,MainVerb,22,b,0.45055,0.51085
वह,NP1,22,c,0.00054,0.03664
कढाई,NP1,22,c,0.7541,0.09547
जिसको,RCPn,22,c,0.20924,0.91186
उस,RCSubj,22,c,0.26311,0.98728
हलवाई,RCSubj,22,c,0.22969,0.63322
ने,RCSubj,22,c,0.16328,0.31225
बड़ी,PreRCVerb,22,c,0.58895,0.58755
सावधानी,PreRCVerb,22,c,0.2807,0.66936
से,PreRCVerb,22,c,0.16514,0.27463
पकड़ा,RCVerb,22,c,0.67543,0.24341
था,RCVerb,22,c,0.08459,0.21243
असली,PreMainVerb,22,c,0.59771,0.76889
पीतल,PreMainVerb,22,c,0.21891,0.6537
से,PreMainVerb,22,c,0.16515,0.27463
बनी,MainVerb,22,c,0.67441,0.24272
है।,MainVerb,22,c,0.82371,0.5631
वह,NP1,22,d,0.00054,0.03664
कढाई,NP1,22,d,0.7541,0.09547
जिसको,RCPn,22,d,0.20924,0.91186
बड़ी,PreRCVerb,22,d,0.21287,0.40838
सावधानी,PreRCVerb,22,d,0.24688,0.6584
से,PreRCVerb,22,d,0.16514,0.27463
पकड़ा,RCVerb,22,d,0.67543,0.24341
था,RCVerb,22,d,0.08459,0.21243
उस,RCSubj,22,d,0.65184,1.47843
हलवाई,RCSubj,22,d,0.20797,0.59838
ने,RCSubj,22,d,0.16328,0.31225
असली,PreMainVerb,22,d,0.58888,0.59532
पीतल,PreMainVerb,22,d,0.28041,0.66925
से,PreMainVerb,22,d,0.16515,0.27463
बनी,MainVerb,22,d,0.67441,0.24272
है।,MainVerb,22,d,0.82371,0.5631
वह,NP1,23,a,0.00071,0.10484
कुली,NP1,23,a,1.01695,1.59237
जिसने,RCPn,23,a,0.0134,0.72469
बड़ी,RCObj,23,a,0.13244,0.53877
अटैची,RCObj,23,a,1.43176,0.53633
एक,PreRCVerb,23,a,0.0278,0.79291
झटके,PreRCVerb,23,a,0.62192,0.53395
में,PreRCVerb,23,a,0.0116,0.24006
उठा,RCVerb,23,a,1.42513,0.30718
ली,RCVerb,23,a,0.00245,0.23955
थी,RCVerb,23,a,0.04016,0.24132
रात,PreMainVerb,23,a,0.12954,1.22204
में,PreMainVerb,23,a,0.22775,0.27939
टैक्सी,PreMainVerb,23,a,0.48931,0.81333
चलाता,MainVerb,23,a,0.85826,0.30523
है।,MainVerb,23,a,0.4453,0.55938
वह,NP1,23,b,0.00071,0.10484
कुली,NP1,23,b,1.01695,1.59237
जिसने,RCPn,23,b,0.0134,0.72469
एक,PreRCVerb,23,b,0.06571,0.74469
झटके,PreRCVerb,23,b,1.03312,0.53198
में,PreRCVerb,23,b,0.0113,0.24006
उठा,RCVerb,23,b,1.43161,0.30718
ली,RCVerb,23,b,0.00245,0.23955
थी,RCVerb,23,b,0.04016,0.24132
बड़ी,RCObj,23,b,0.14304,0.82859
अटैची,RCObj,23,b,0.17112,0.53051
रात,PreMainVerb,23,b,0.66306,0.89038
में,PreMainVerb,23,b,0.21397,0.26073
टैक्सी,PreMainVerb,23,b,0.51144,0.86229
चलाता,MainVerb,23,b,0.85826,0.30523
है।,MainVerb,23,b,0.4453,0.55938
वह,NP1,23,c,0.00054,0.03664
बड़ी,NP1,23,c,0.02633,0.59731
अटैची,NP1,23,c,0.37683,1.80058
जिसको,RCPn,23,c,0.01603,0.86563
उस,RCSubj,23,c,0.02087,0.08714
कुली,RCSubj,23,c,0.65454,1.15677
ने,RCSubj,23,c,0.01345,0.15823
एक,PreRCVerb,23,c,0.01596,0.30892
झटके,PreRCVerb,23,c,0.44204,1.2609
में,PreRCVerb,23,c,0.0116,0.11224
उठा,RCVerb,23,c,2.10933,0.19739
लिया,RCVerb,23,c,0.00243,0.31303
था,RCVerb,23,c,0.04042,0.3035
ट्रेन,PreMainVerb,23,c,0.12947,1.12962
में,PreMainVerb,23,c,0.22814,0.36874
गुम,MainVerb,23,c,0.4147,0.5892
हो,MainVerb,23,c,0.31919,0.11212
गयी।,MainVerb,23,c,0.12708,0.27902
वह,NP1,23,d,0.00054,0.03664
बड़ी,NP1,23,d,0.02633,0.59731
अटैची,NP1,23,d,0.37683,1.80058
जिसको,RCPn,23,d,0.01603,0.86563
एक,PreRCVerb,23,d,0.04556,0.30113
झटके,PreRCVerb,23,d,0.77026,1.18441
में,PreRCVerb,23,d,0.0113,0.11699
उठा,RCVerb,23,d,1.85235,0.13971
लिया,RCVerb,23,d,0.00243,0.31303
था,RCVerb,23,d,0.04042,0.3035
उस,RCSubj,23,d,0.21119,1.71111
कुली,RCSubj,23,d,0.16005,0.60362
ने,RCSubj,23,d,0.16328,0.41172
ट्रेन,PreMainVerb,23,d,0.66355,0.91249
में,PreMainVerb,23,d,0.10386,0.3158
गुम,MainVerb,23,d,0.7159,0.6558
हो,MainVerb,23,d,0.31919,0.11212
गयी।,MainVerb,23,d,0.12708,0.27902
वह,NP1,24,a,0.00071,0.10484
अध्यापक,NP1,24,a,0.20181,0.88503
जिसने,RCPn,24,a,0.00892,0.05763
किताबें,RCObj,24,a,1.16975,0.58196
पिछले,PreRCVerb,24,a,0.04414,0.51162
साल,PreRCVerb,24,a,0.6454,2.42184
गर्मियों,PreRCVerb,24,a,0.90791,0.65691
में,PreRCVerb,24,a,0.00976,0.10869
बेचीं,RCVerb,24,a,1.44691,0.22958
थीं,RCVerb,24,a,0.00226,0.00482
बरेली,PreMainVerb,24,a,0.08621,0.35241
का,PreMainVerb,24,a,0.70494,0.66941
रहनेवाला,है।,24,a,0.25689,0.11273
वह,NP1,24,b,0.63418,1.41425
अध्यापक,NP1,24,b,0.15185,0.63719
जिसने,RCPn,24,b,0.63278,1.68743
पिछले,PreRCVerb,24,b,0.19934,0.65207
साल,PreRCVerb,24,b,0.19945,1.04343
गर्मियों,PreRCVerb,24,b,0.67001,0.97748
में,PreRCVerb,24,b,0.21465,0.26075
बेचीं,RCVerb,24,b,0.48469,0.22554
थीं,RCVerb,24,b,0.08732,0.2191
किताबें,RCObj,24,b,0.49269,1.19688
बरेली,PreMainVerb,24,b,0.52795,0.62692
का,PreMainVerb,24,b,0.66818,0.62937
रहनेवाला,है।,24,b,0.27004,0.1194
वह,NP1,24,c,0.63418,1.41425
किताबें,NP1,24,c,0.15189,0.63719
जिनको,RCPn,24,c,0.63288,1.68743
उस,RCSubj,24,c,0.26753,0.11767
अध्यापक,RCSubj,24,c,0.18235,1.69933
ने,RCSubj,24,c,0.16329,0.31225
पिछले,PreRCVerb,24,c,0.55802,0.63624
साल,PreRCVerb,24,c,0.23324,0.77191
गर्मियों,PreRCVerb,24,c,0.67001,0.97748
में,PreRCVerb,24,c,0.21465,0.26075
बेचा,RCVerb,24,c,0.48468,0.22554
था,RCVerb,24,c,0.08471,0.21268
पुरानी,PreMainVerb,24,c,0.56532,0.81
हो,MainVerb,24,c,0.17357,0.10316
रहीं,MainVerb,24,c,0.11811,0.1892
थीं।,MainVerb,24,c,0.15954,0.22344
वह,NP1,24,d,0.00071,0.10484
किताबें,NP1,24,d,0.20171,0.88503
जिनको,RCPn,24,d,0.00893,0.05763
पिछले,PreRCVerb,24,d,0.08834,0.5069
साल,PreRCVerb,24,d,0.95661,1.78831
गर्मियों,PreRCVerb,24,d,0.90043,0.65691
में,PreRCVerb,24,d,0.00976,0.10869
बेचा,RCVerb,24,d,1.50962,0.22958
था,RCVerb,24,d,0.00219,0.00449
उस,RCSubj,24,d,0.20957,0.66521
अध्यापक,RCSubj,24,d,0.16063,0.67308
ने,RCSubj,24,d,0.16329,0.31225
पुरानी,PreMainVerb,24,d,0.55692,0.63672
हो,MainVerb,24,d,0.32006,0.11817
रहीं,MainVerb,24,d,0.11811,0.1892
थीं।,MainVerb,24,d,0.15954,0.22344
